"","id","lyric"
"40","5qN1G8fSHq4Sv5FRoOkNGu","O-O-Ovy On The Drums;Me dijeron que te vieron mal;Que ya ni siquiera hablás igual;Tu mirada apagada;Ya no se ve como ante', ma';Ya no baila' como ante', ma';Ya no ríe' como ante', ma';Pero ya no, ya no puedo;Eso va a terminar;Por eso vine como director de cine;A decir que cambia tu rol;Y que a ese libreto mejor que lo tires;Porque vine pal' rescate;Como un soldado pal' combate;Como Superman para salvarte;Te traje helado y chocolate, y una buena charla;Porque vine pal' rescate;Como un soldado pal' combate;Como Superman para salvarte;Te traje helado y chocolate, y una buena charla;Ma', no puedo verte así;Era rosa y ahora gris;Daría lo que fuera por sacarte una sonrisa que me gusta a mí;Entiende que te quiero ayudar;Que te quiero salvar;Que no puedo dejar caer un ángel así;Que se esfume ese tonto que no te valora y encima no te hace feliz (No);Te tiene apagada y a mí me da rabia porque eres sol para mí;Eso no va que ese bobo a ti te trate mal (No; no);Eso lo convierte en un patán (¡Ay!);Yo lo voa' poner en su lugar;Eso no puede seguir;Eso no puede seguir;No, no, no (Eso no puede seguir);Me dijeron que te vieron mal (Ah, ah);Que ya ni siquiera hablás igual (Eh, eh);Tu mirada apagada (Oh);Ya no se ve como ante', ma' (Oh, oh);Ya no baila' como ante', ma' (Oh);Ya no ríe' como ante', ma' (Oh);Pero ya no, ya no puedo;Eso va a terminar (-ar);Por eso vine como director de cine (Vine; cine);A decir que cambia tu rol;Y que a ese libreto mejor que lo tires (-res);Porque vine pal' rescate (Eh);Como un soldado pal' combate (Eh);Como Superman para salvarte (Eh);Te traje helado y chocolate, y una buena charla (Y una buena charla);Porque vine pal' rescate;Como un soldado pal' combate;Como Superman para salvarte;Te traje helado y chocolate, y una buena charla;O-O-Ovy On The Drums"
"41","2r77vqSZkOktTSgmAOoHsV","O-O-Ovy On The Drums;Tengo mil problema' que atormentan;Y no me dejan tranquilo y solo;Cada ve' me vuelvo un poco má' loco;Y esto está a punto de consumirme;Pero cuando ella me llama (¡Wouh!);Olvidamo' todo ahí en la cama (Yeah);No queremo' ni mirar el tiempo (Nah);Sólo congelar nuestro momento;Pe-Pero cuando ella me llama (Brr);Olvidamo' todo ahí en la cama (Yeh);No queremo' ni mirar el tiempo (Nah);Sólo congelar nuestro momento (Ey);Olvidemo' de todo, nena;Sin pensar en nada má' (¡Wouh!);Cada ve' que ella me mira tiene algo que me hace olvidar de todo lo que me molesta (¡Crr!);Una chica paranormal (¡Wuh!);No la puedo dejar jamá' (Yeh);Tiene algo que me lleva a que la vea cada ve' má';Y yo sé bien cómo tú ere';Pero no entiendo tu' podere';De hacer que me caiga en un limbo;Dentro de esa' cuatro parede';Siento que la vida y el estré' se juntan para atormentarme (¡Ay!);Y siguen mi paso pa' ver cuando falle;Pero cuando llama (¡Wuh!);Olvidamo' todo ahí en la cama (¿Qué?);No queremo' ni mirar el tiempo (Tiempo);Sólo congelar nuestro momento;Pe-Pero cuando ella me llama;Olvidamo' todo ahí en la cama (Yeah);No queremo' ni mirar el tiempo (Nah);Sólo congelar nuestro momento (Yo');Si te vería yo te diría que sea' mía de nuevo (¿Qué?);La noche e' fría y tu compañía me sacaría del miedo (¡Ay!);Que me generan toda' esta' complicacione' tan molesta' (¡Wuh!);Que sólo quieren que termine la novela y-;Yo no te puedo olvidar (Oh, oh, oh; nah);Y no me puedo escapar (Oh, oh, oh; ¿qué?);Me tienes acorralao';Estoy a tu voluntad;Ya no lo pensemo' más (Oh, oh, oh);Y larguémono' de acá (Oh, oh, oh);Que sólo no' causa mal;Yeh, eh, eh (Yo');Querida mía, olvidémono' todo (Yeh);Y hagamo' el mundo sólo para nosotros (¡Wuh!);Empecemos a escaparno' de lo' monstruo' del pasado que no' tienen acechando, yeh;Tengo mil problema' que atormentan;Y no me dejan tranquilo y solo (Solo);Cada ve' me vuelvo un poco má' loco;Y esto está a punto de consumirme (¡Ay!);Pero cuando ella me llama;Olvidamo' todo ahí en la cama;No queremo' ni mirar el tiempo (¡Wuh!);Sólo congelar nuestro momento (Yeh);Pe-Pero cuando ella me llama (Me llama; ¿qué?);Olvidamo' todo ahí en la cama (La cama; ¡wouh!);No queremo' ni mirar el tiempo (El tiempo; ¿qué?);Sólo congelar nuestro momento (Momento);¡Shiuf!;Ovy On The Drums, On The Drums, On The Drums;Paulo Londra;Yeh, eh, eh;¡Big Ligas!;Leones Con Flow, baby;Lo' Mayore' (¡Ay!);The;Kristoman;¡Wuh! Eskeettit(Jajaja)"
"42","7BuSE9uTIw931wtZYzvZcQ","Yatra, Yatra;Oh-uoh-uoh-uoh (Yeah-yeah, mm, huh-uh);Sikiri Daddy Yankee, yo' (Yeh-eh);Jonas!;If you wanna we can run away;I know you think about it everyday;How I can say no to that pretty face;Baby, we can leave today (Natti, Natti);Te juro, cómo tú me gusta' no me gusta nada;Hace tanto tiempo que en mis sueños te buscaba;Quiero estar contigo cada madrugada;Y que me despierte con un beso tu mirada;Baby, let's runa-runa-runa-runa-runa-runaway now (¡Wuh!);Runa-runa-runa-runa-runa-runaway now;Con la luna llena (Yeah), solos en la arena (Yeah);Runa-runa-runa-runa-runa-runaway with you (Su-sube, su-su-sube);Runa-runa-runa-runa-runa-runaway now (Huh);Runa-runa-runa-runa-runa-runaway now (¡Fuego!);Con la luna llena, solos en la arena (You know me, babe);Runa-runa-runa-runa-runa-runaway with you (Sikiri Daddy Yankee, let's go!);Cuando camina' paras el mall;Culo grande, cinturita small;Ma' tú te pasa' por to' Plaza con tu cuerpo sembrando el terror;Soy fanático 'e tu juego;Tú ere' coqueta sin ego;Rompe el GPS, dentro de ti me pierdo y navego (Prr, prr, prr; no' fuimo');Si no' vamo' a la fuga ni Fulla no' puede encontrar con mi plan de escape (¡Síguelo!);Solitos en la arena con par de botella', puede ser que te destape (Wuoh);Se vale, baby, que el pelo te jale;Hashtag soy un loco demente que to' le sale;Será dominicana (Dime);Colombiana (Papi);Mi mexicana (Oh-yeah);Latinoamericana (Presente);Todo' esto' palomo' roncan de dinero y plomo;Pero yo en ""modo en silencio"" callaíto' te la como (Jajaja);E' que me trae-ae-ae (Como loquito tú me trae);En un viaje sigue poniéndome high (Sigue poniéndome, mamá);Y así me trae-ae-ae (Yeah-yeah);Tú si me gusta', ahora te toca darme like (Fuego; prr, prr, ¡DY!);Baby, let's runa-runa-runa-runa-runa-runaway now (Runaway, uhm-yeah; ¡síguelo!);Runa-runa-runa-runa-runa-runaway now (Let's runaway, runaway; ¡fuego!);Con la luna llena (Yeah), solos en la arena (Yeah);Runa-runa-runa-runa-runa-runaway with you (Prr, prr, prr, prr, ¡prrra!);Solito' en la arena (Eh), solito' en la arena (Eh);Bajo la luna llena, dame todo eso morena (Oh);Con la luna llena (Eh), solos en la arena (Eh);Runa-runa-ru–;Yatra, Yatra (Yatra!);Quiero quedarme contigo de la noche a la mañana;Quiero perderme en tu ombligo como ese fin de semana;Desde el polo norte hasta el polo sur (That's right);Quiero recorrerte, apagaré la lu' (Nena, you-oh);Si me dices cosas tan bonitas (Eh);Puedo darte lo que necesites (Yeah);Quédate conmigo, quédate conmigo (Eh);I leave it all behind just to be with you;Baby, just runa-runa-runa-runa-runa-runaway now (Runaway, uhm-yeah; ¡síguelo!);Runa-runa-runa-runa-runa-runaway now (Let's runaway, runaway; ¡fuego!);Con la luna llena (Ah), solos en la arena (Ah);Runa-runa-runa-runa-runa-runaway with you (Su-su-sube, su-su-sube);Solito' en la arena (Eh), solito' en la arena (Eh);Bajo la luna llena, dame todo eso morena (Yeah);Con la luna llena, solos en la arena (Solos en la arena);Let's runaway! (Prr, prr, prr, prr; queme, queme, queme);Dominicana (Dime);Colombiana (Papi);Mi mexicana (Oh-yeah);Latinoamericana (Presente, uh!);Let's runaway, let's runaway;Runa-runa-runa-runa-runa-runaway with you"
"43","4b2V2ZuTYELubat4l5qZaE","Forever alone;O-O-Ovy On The Drums;Forever alone;Sigo pensando en qué le' puedo contestar;Cuando me preguntan de cómo soy en realidad;Pasa que a eso nunca lo había analizao';Sin conocerme tanto le' puedo contar que soy;Chico tranquilo, sin nada para opinar;Siempre en lo mío, tal vez soy egoísta;Pocos amigo' pero mucha historia pa' contar;Un reservado, loco, tímido, pero pegao';Alguno' dicen sí, otro' dicen que no (Ah-ah);Y la buena pa' ti, también la buena pa' vo' (Ah);Yo sólo sigo aquí, sentadito en el sillón (Ah, ah; ah, ah);Siendo un chico aburrido, perezoso y dormilón (Ah, ah, yeh);Ah-uoh-uoh, perezoso y dormilón;Ah-uoh-uoh, perezoso y dormilón;Auh, ouh; auh, ouh; ouh, ouh;Perezoso y dormilón;Forever alone;No me hablen de amor;'Toy bien con mi gata, mi flía, mi' pana', mi gira, mi roll;Así me siento mejor;Má'-Má' piquete, má' flow;Salgo siempre en luna llena y mi' fella' condenao' para el millón;Me tiene mal ese ron;Y ese Fernet de litro;Y la Play 4, y el sushi;Lo' party', las mami' que vienen al show;Pero para despejarme;Sólo prefiero acostarme;Quedar 'quilito en mi cama;Olvidar lo' celulares;Ese ratito no llamen;Ese momento no llamen;Que no voy a contestarle';No llamen, no llamen;Voy a contarle', contarle', contarles;Que no soy nadie tan interesante;Y por si queda' duda' cómo soy en serio;Aprovecho el ratito para confesarle' que soy;Chico tranquilo, sin nada para opinar;Siempre en lo mío, tal vez soy egoísta;Pocos amigo', pero mucha historia pa' contar;Un reservado, loco, tímido, pero pegao';Alguno' dicen sí, otro' dicen que no;Y la buena pa' ti, también la buena pa' vo';Yo solo sigo aquí, sentadito en el sillón;Siendo un chico aburrido, perezoso y dormilón;Ah-uoh-uoh, perezoso y dormilón;Ah-uoh-uoh, perezoso y dormilón;Auh, ouh; auh, ouh; ouh, ouh;Perezoso y dormilón;(¡Shiuf!);Ovy On The Drums, On The Drums;Yeh, Paulo Londra;Big Ligas;Lo' Mayores;Ey, The Kristoman;Leones Con Flow, yeah;O-O-Ovy On The Drums;Homerun, Homerun, Homerun; bam"
"44","4KkUjFkcQvGvWekl8RATDn","Haciendo el amor, a la misma vez tú te toca' (Te toca');Bebé, no te pasa nada, vuélvete loca (Lo-loca-loca);Y tu novio te trata mal, él no te controla (No, no, no, no);He said…;Mi diablita (-blita);Ella se pone pornográfica en la intimidad (Baby);Y su marido no la valora y la deja sola (La deja sola);Y yo siempre la estoy esperando con mi pistola (-tola);Y conmigo ella siempre se moja;Bebecita (Uah);Tu hombre te ama pero tú le ere' infiel (Bebé);Porque tú ere' una diabla dentro de una mujer (Oh-oh, oh-oh);Y cuando se esconde el sol tú quiere' beber, hija 'e Lucifer;Bebecita (Mi baby; uah, uah);Tu hombre te ama pero tú le ere' infiel (¿Por qué-é-é?);Porque tú ere' una diabla dentro de una mujer (Muje-e-r);Y cuando se esconde el sol, tú quieres beber, hija 'e Lucifer;Baby, con ra-ta-ta-ta-ta;Baby, yo soy tu criminal;Baby go ra-ta-ta-ta-ta;Baby, tu novio lo va a olvidar;Baby, con ra-ta-ta-ta-ta;Baby, conmigo te va' a mudar;Baby, con ra-bang-bang-bang-bang;Baby, do' un tiro', lo voa' matar (Pa' afuera);¿Pa' qué?, ¿pa' qué?, ¿pa' qué?;¿Pa' qué vas a serle fiel?;¿Pa' qué?, ¿pa' qué?, ¿pa' qué?;Baby, olvídate de él;Tú ere' mi diablita y yo soy tu demonio;Un amor de manicomio;Y si te veo con él, yo te odio;Siempre me tiene' en insomnio;Medusa, Versace (Versace);Siempre hacemo' la ""sei'-nueve"" como Tekashi (Yeh-eh);Y yo te rompo to' en secreto, Illuminati (-nati);Y ella se baja conmigo en la disco en el Ferrari (-rrari);Fumando mari' (Uah);Y tú te hiciste tu cuerpo, bebé, en R.D;Y chingamos y siempre nos venimos a la vez;Te hice el amor y en tu piel me enredé;Y mi bicho en tu totito te tatué;Oh-oh-oh (Uah);Bebé, tú eres mía, ese hombre olvídalo-o-o;Y rebota esas nalgas bailándome reggaetó-ó-ón;Bebecita (Uah);Tu hombre te ama pero tú le ere' infiel (Yeh-eh);Porque tú eres una diabla dentro de una mujer (Oh-oh, oh-oh);Y cuando se esconde el sol tú quiere'  beber; hija 'e Lucifer (Oh-oh, oh-oh; uah);Bebecita (Mi baby);Tu hombre te ama pero tú le ere' infiel (¿Por qué?);Porque tú eres una diabla dentro de una mujer (-er);Y cuando se esconde el sol tú quiere' beber; hija 'e Lucifer (Beber; -er);Mi diablita (Mi nena);Ella se pone pornográfica, no es tímida (Mírame, mami);Y su hombre no la valora, la deja sola (La deja sola, sola);Y siempre la estoy esperando con mi pistola (Ra-pa-pa-pa);Siempre se enamora, mi diablita"
"45","1DcxnVNFAyVl2sDQ646pXS","Desde que amanecimos en esa cama;Siempre me llama, pa' matar las ganas;Que hace tiempo que con él ya no siente nada;Por eso me llama, pa' matar las ganas;A ella le gusta porque estoy PPP;Siempre puesto pa' darle placer;Ella me pide que le de y que le de;Y yo le hago to' lo que la complace;Que soy su nene, que soy su bebé;Se pone loquita cuando me ve en la TV;Ella me pide que le de y que le de;Y yo le hago de to', de to';Bebé, sólo tú me fascina';Qué rico tenerte encima;Tu boquita me domina;Tú y yo bailando en una esquina;Siente el roce, roce;Te vuelve' loquita con las pose', pose''Tamos en el cielo con el tussi, tussi;Tú eres mi baby personal, mi gatita exclusive;Lo nuestro sobrepasa una adicción;No tenemos sexo hacemos el amor;A ella le gusta porque estoy PPP;Siempre puesto pa' darle placer;Ella me pide que le de y que le de;Y yo le hago to' lo que la complace;Que soy su nene, que soy su bebé;Se pone loquita cuando me ve en la TV;Ella me pide que le de y que le de;Y yo le hago de to', de to';Music from The Company"
"46","5NrIX1ozc9LGt19ISgPDIY","Todo lo que empieza termina;¿Yo contigo qué voy a hacer?;¿Yo contigo qué voy a hacer?;Cuando tengo tu vitamina;Y una dosis se siente bien;Recorriendo toda mi piel;Y aunque yo no quiera alejarme, eh (oh);Sólo tú me sabes encender;Yo solo quiero volver, q-q-quiero volver;Quiero darte besos hasta el amanecer;Yo contigo quiero desaparecer (no, no, no);Todavía no me he ido y ya quiero volver;Quiero volver, q-q-quiero volver;Quiero darte besos hasta el amanecer;Yo contigo quiero desaparecer (no, no, no);Todavía no me he ido y ya quiero volver;Solo quiero volver, solo quiero volver;Todavía no me he ido y ya quiero volver;Solo quiero volver, solo quiero volver;(Yatra, Yatra, eh);Aunque pase el tiempo, yo te espero;Sabes que este amor no es pasajero;Si no estás conmigo, yo me muero;Porque te juro que te quiero, uh;Baby no te vayas, Tini no te vayas;Quédate conmigo aquí bailando en esta playa;Y cuando te bese yo entero el cuerpo;Pintaré un oasis en tu desierto;Que este verano dure eternamente;Que no me vaya nunca de tu mente;De Buenos Aires hasta Cartagena;Te amaré completamente;Yo solo quiero volver, q-q-quiero volver;Quiero darte besos hasta el amanecer;Yo contigo quiero desaparecer (no, no, no);Todavía no me he ido y ya quiero volver;Quiero volver, q-q-quiero volver;Quiero darte besos hasta el amanecer;Yo contigo quiero desaparecer (no, no, no);Todavía no me he ido y ya quiero volver;Solo quiero volver, solo quiero volver;Todavía no me he ido y ya quiero volver;Solo quiero volver, solo quiero volver(Todavía no me he ido y ya quiero volver);Y aunque yo no quiera alejarme, eh(oh);Sólo tú me sabes encender;Yo solo quiero volver, q-q-quiero volver;Quiero darte besos hasta el amanecer;Yo contigo quiero desaparecer;Todavía no me he ido y ya quiero volver;Quiero volver, q-q-quiero volver;Quiero darte besos hasta el amanecer;Yo contigo quiero desaparecer (quiero desaparecer);Todavía no me he ido y ya quiero volver;Solo quiero volver, solo quiero volver;Todavía no me he ido y ya quiero volver;Solo quiero volver, solo quiero volver;Todavía no me he ido y ya quiero volver"
"47","14msK75pk3pA33pzPVNtBF","Yeah, breakfast at Tiffany's and bottles of bubbles;Girls with tattoos who like getting in trouble;Lashes and diamonds, ATM machines;Buy myself all of my favorite things (Yeah);Been through some bad shit, I should be a sad bitch;Who woulda thought it'd turn me to a savage?;Rather be tied up with calls and not strings;Write my own checks like I write what I sing, yeah (Yeah);My wrist, stop watchin', my neck is flossy;Make big deposits, my gloss is poppin'You like my hair? Gee, thanks, just bought it;I see it, I like it, I want it, I got it (Yeah);I want it, I got it, I want it, I got it;I want it, I got it, I want it, I got it;You like my hair? Gee, thanks, just bought it;I see it, I like it, I want it, I got it (Yep);Wearing a ring, but ain't gon' be no ""Mrs.""Bought matching diamonds for six of my bitches;I'd rather spoil all my friends with my riches;Think retail therapy my new addiction;Whoever said money can't solve your problems;Must not have had enough money to solve 'em;They say, ""Which one?"" I say, ""Nah, I want all of 'em""Happiness is the same price as red-bottoms;My smile is beamin' (Yeah), my skin is gleamin' (Is gleamin');The way it shine, I know you've seen it (You've seen it);I bought a crib just for (Just for) the closet (Closet);Both his and hers, I want it, I got it, yeah;I want it, I got it, I want it, I got it;I want it, I got it, I want it, I got it (Baby);You like my hair? Gee, thanks, just bought it (Oh yeah);I see it, I like it, I want it, I got it (Yep);Yeah, my receipts be lookin' like phone numbers;If it ain't money, then wrong number;Black card is my business card;The way it be settin' the tone for me;I don't mean to brag, but I be like, ""Put it in the bag,"" yeah;When you see them racks, they stacked up like my ass, yeah;Shoot, go from the store to the booth;Make it all back in one loop, gimme the loot;Never mind, I got a juice;Nothing but net when we shoot;Look at my neck, look at my jet;Ain't got enough money to pay me respect;Ain't no budget when I'm on the set;If I like it, then that's what I get, yeah;I want it, I got it, I want it, I got it (Oh yeah);I want it, I got it, I want it, I got it (Oh yeah, yeah);You like my hair? Gee, thanks, just bought it;I see it, I like it, I want it, I got it (I see, yep)"
"48","2Fxmhks0bxGSBdJ92vM42m","White shirt now red, my bloody nose;Sleepin', you're on your tippy toes;Creepin' around like no one knows;Think you're so criminal;Bruises on both my knees for you;Don't say thank you or please;I do what I want when I'm wanting to;My soul? So cynical;So you're a tough guy;Like it really rough guy;Just can't get enough guy;Chest always so puffed guy;I'm that bad type;Make your mama sad type;Make your girlfriend mad tight;Might seduce your dad type;I'm the bad guy;Duh;I'm the bad guy;I like it when you take control;Even if you know that you don't;Own me, I'll let you play the role;I'll be your animal;My mommy likes to sing along with me;But she won't sing this song;If she reads all the lyrics;She'll pity the men I know;So you're a tough guy;Like it really rough guy;Just can't get enough guy;Chest always so puffed guy;I'm that bad type;Make your mama sad type;Make your girlfriend mad tight;Might seduce your dad type;I'm the bad guy;Duh;I'm the bad guy, duh;I'm only good at bein' bad, bad;I like when you get mad;I guess I'm pretty glad that you're alone;You said she's scared of me?;I mean, I don't see what she sees;But maybe it's 'cause I'm wearing your cologne;I'm a bad guy;I'm a bad guy;Bad guy, bad guy;I'm a bad"
"49","37eGbhE1xVFSvcKkqGb6i1","SP 'longside;J Balvin, men;El negocio socio;De día y de noche me llama (Night and day, leggo', biri-bam-bam-bam);Que quiere de nuevo en mi cama (Latino gang, Want inna me bed, biri-bam-bam);No fue suficiente una vez (Sean da' Paul, uh-yeah, bam-bam-bam);Ahora de día y de noche reclama (That's what she said, biri-bam, ¡wuh!);Well in come the ting dem call chicks, it's for kicks and we don't play games;Straight business, baby girl;Tainy pon the track;Hear what mi sayin';Balvin, tell 'em again (Trá);Cúcara, mácara, di qué fue (Eh);Ya me tiene' contra la pared (Contra la pare');Pide una ve', pide do', pide tre' (Wuh);Otra ve' llegamo' hasta die' (Wuh-wuh-wuh);Cúcara, mácara, di qué fue;Ya me tiene' contra la pared (Contra la pare');Pide una ve', pide do', pide tre';Otra ve' llegamo' hasta die' (Sean Paul, yeah);Becau' me set fire to the ting when mi give her one time;She lovin' it so much she have it 'pon speed dial;Ay, de mamita, me a gi' ya two time;That's a when me start see di gyal a get wild;Three time me give her the wickedest wine;She lovin' that style and she love the profile (Wuh);Fourth time, me give her that grind;Se vuelve loca, loosin' her mind (Come on);Fuego (Fuego, fuego);Say the gyal a bawl fuego;Anytime she want me fi set it on;Fuego (Fuego, fuego);Say the gyal a bawl fuego;Gyal say she just can't forget it;De día y de noche me llama (Night and day, leggo');Que quiere de nuevo en mi cama (want inna me bed, ya lo sabe');No fue suficiente una vez (Na', na' uh-yeah);Ahora de día y de noche reclama (That's what she said, come on!);Cúcara, mácara, di qué fue (Wuh);Ya me tiene' contra la pared;Pide una ve', pide do', pide tre';Otra ve' llegamo' hasta die'Cúcara, mácara, di qué fue (Eh);Que me tienes contra la pared (Contra la pare');Pide una vez, pide dos, pide tres (Wuh);Otra vez llegamo' hasta diez (Wuh-wuh-wuh);Se ennota ya;Se fuma sola la hookah ya (Eh, wuh);Me pide un trago de fruta (Ajá);Yo sé cómo es que disfruta y cómo le gusta (A ella le gusta, a ella);Se ennota ya;Se quita sola la ropa (Ropa);Se dio otro shot a la roca (Roca, roca);Sé que todo le provoca cuando se aloca (Tra);She might as well be attached to me;Know she can't go a day without chat to me;Said she love the way me give her love naturally;And she can't stay away now, back to me;She grid locked to me;Fuego;Say the gyal a bawl fuego;Anytime she want me fi set it on;Fuego;Say the gyal a bawl fuego;Gyal said she just can't forget it;De día y de noche me llama (Night and day, leggo');Que quiere de nuevo en mi cama (want inna me bed, ya lo sabe');No fue suficiente una vez (Na', na' uh-yeah);Ahora de día y de noche reclama (That's what she said);Cúcara, mácara, di qué fue (Eh);Ya me tiene' contra la pared (Contra la pare');Pide una ve', pide do', pide tre' (Wuh);Otra ve' llegamo' hasta die' (Wuh-wuh-wuh);Cúcara, mácara, di qué fue;Ya me tiene' contra la pared (Contra la pare');Pide una ve', pide do', pide tre';Otra ve' llegamo' hasta die';Tainy, the one ya should know;Balvin, men;Sean Paul;Sean da' Paul;Leggo'J Balvin;Tainy;Hah"
"50","5KbBGUpIZd6gVFUU8tqYiQ","(Tú sabe' a lo que vamo' cuando tú y yo nos juntamo', baby);Dice que no fuma, pero si yo prendo, ella le da, ella le da;Entraba a las discoteca' sin tener la edad, uh-yeh (Jeje);Traigan las botella' que ella quiere celebrar, celebrar;Si pasa un mal rato, enrola uno y se le va;Eso le da cuando está en la soledad;Se castiga sin piedad, tú te viene' y te va' (Viene' y te va'; je);Ella y las amiga' son una sociedad;Y saben lo que va a pasar con los mío' si se da;Eso le da cuando está en la soledad;Se castiga sin piedad, tú te viene' y te va';Ella y las amiga' son una sociedad;Y saben lo que va a pasar con los mío' si se da;La ma'i también 'tá dura y eso ella lo va a heredar (Je);Estos bobo' me tiran, después quieren arreglar;La envidian, pero saben que no le van a llegar;A mí me da igual lo que ellos quieran alegar;'Tamos bebiendo Cognac y quemando moñas;En billetes de cien e' que ella desenmoña;Las otras bailando a tu la'o parecen momias;Y a mí no se me olvida cómo yo te comía, todavía eres mía;Eso era, ¿cuáles son tus fantasías?;Y yo sin pensarlo, baby, te lo hacía;Yo te doy lo que tú exijas (Ah), la champaña está fría;Oye, si tú la deja', ella sola la vacía;Yo te doy lo que tú pida', pero no te me aproveche';En una semana, la vi como ocho vece';¿Dónde quieres que te escriba, por el Instagram o iMessage?;Frente a la gente no dejo que me besen;Yo te doy lo que tú pida', pero no te me aproveche';En una semana, la vi como ocho vece';¿Dónde quieres que te escriba (¿En dónde, bebé?);¿Por el Instagram o iMessage?;Frente a la gente no dejo que me besen (Pu-pum);Eso le da cuando está en la soledad;Se castiga sin piedad, tú te viene' y te va' (Viene' y te va');Ella y las amiga' son una sociedad;Y saben lo que va a pasar con los mío' si se da (Tú sabe', Young);Eso le da cuando está en la soledad;Se castiga sin piedad, tú te viene' y te va';Ella y las amiga' son una sociedad;Y saben lo que va a pasar con los mío' si se da;(Pri, yah, yah, yah, ¡Farru'!);Y si se da, baby, te sacaste la loto;Porque ando con pa'l de peso' y hoy contigo los exploto (¡Pa!);Dile a tu amiga que dejé de estar grabando;Que no sea peliculera y deje 'e estar tirando foto' (Jajaja);Que andamo' rulay, pide que hay;Aquí tengo pa'l de moña' y el Blue me lo bajo straight (Pu-pu-pum);La galla anda activa, yo también activo;Y estoy loco 'e pillarla y de guayarle el estribo (Tra, tra);A ver si como ronca se menea, la abusadora;Estoy que la secuestro y me la llevo de aquí ahora (¡Pa!);A ver si e' verdá' que ella está pa' mí o se pegó a chapear al VIPY no caliente' la comida si no te la va' a comer;Ya tú no ere' una nena, baby, tú ere' una mujer;Sabe' que si me pego te tiene' que ir a to'a;(Dime, háblame claro, si se da nos vamo' a to'a);(Young Kingz, baby);Dice que no fuma, pero si yo prendo, ella le da, ella le da;Entraba a las discoteca' sin tener la edad, uh-yeh (¡Blep!);Traigan las botella' que ella quiere celebrar, celebrar;Si pasa un mal rato, enrola uno y se le va;Eso le da cuando está en la soledad;Se castiga sin piedad, tú te viene' y te va';Ella y las amiga' son una sociedad;Y saben lo que va a pasar con los mío' si se da (Pu-pum);Eso le da cuando está en la soledad;Se castiga sin piedad, tú te viene' y te va' (Viene' y te va');Ella y las amiga' son una sociedad;Y saben lo que va a pasar con los mío' si se da;Tú sabe' a lo que vamo' cuando tú y yo nos juntamo', baby;Yah-yah-yah;Farru';Lanzai;Young Kingz, Myke Towers;Myke Towers, baby;Junto a Montana The Producer y Los Illusions;Young Kingz, baby;Dímelo, Sharo Towers;Casa Blanca Records;Carbon Fiber Music;One World;Come on¡Gangalee!"
"51","2ijef6ni2amuunRoKTlgww","Solo, solito en la habitación;Busca, que busca de mi calor, uoh-oh, no-no;Quiere' remedio pa' tu dolor;Nadie te lo hace mejor que yo, uoh-oh, no-no;Que no se te apague la excitación;Tú sabes que yo no te dejo planta'oCalma'o, que yo voy en camino, amor;Calma'o, que yo quiero contigo;Si tú me llama';No' vamo' pa' tu casa;No' quedamo' en la cama;Sin pijama, sin pijama;Si tú me llamas;No' vamo' pa' tu casa;No' quedamo' en la cama;Sin pijama, sin pijama (Yo', yo', yo');Voy a contarle mis secretos a tu almohada;Mientras tanto hagamos videollamada;Me manda foto, fotico, mostrando todo, todito;Cuando llegue desbaratamo' la cama;Baby, hoy no vamo' a dormir (No);Baby, hoy no vamo' a dormir (Shiuf-shiuf-shiuf);Que no traje pijama;Porque no me dio la gana;Baby, hoy no vamo' a dormir;Baby, hoy no vamo' a dormir (No);Baby, hoy no vamo' a dormir (Shiuf-shiuf-shiuf);Que no traje pijama;Porque no me dio la gana;Baby, hoy no vamo' a dormir;Si tú me llama';No' vamo' pa' tu casa;No' quedamo' en la cama;Sin pijama, sin pijama;Si tú me llamas;No' vamo' pa' tu casa;No' quedamo' en la cama;Sin pijama, sin pijama;Si no hay teatro deja el drama enciéndeme la llama;Como yo vine al mundo, ese es mi mejor pijama;Hoy hay toque de queda;Seré tuya hasta la mañana;La pasamos romantic sin piloto automatic;Botamos el manual, 'tamos viajando en cannabis;Siempre he sido una dama (Una gyal);Pero soy una perra en la cama;Así que dale pom-pom-pom-pom-pom;Ponle carne a mi sazón-zón-zón-zón-zón;Choca to' eso con mi bon-bon-bon-bon-bon;Perdemo' el control pa' ganar los do'Así que dale pom-pom-pom-pom-pom;Ponle fuego a mi sazón-zón-zón-zón-zón;Choca to' eso con mi bon-bon-bon-bon-bon;Espero tu call, vente dame el gol;Si tú me llama';No' vamo' pa' tu casa;No' quedamo' en la cama;Sin pijama, sin pijama;Si tú me llamas;Nos vamo' pa' tu casa;Fumamo' marihuana;Sin pijama, sin pijama;(Baby, hoy no vamo' a dormir);Na-na-na (Baby, hoy no vamo' a dormir);Natti Nat, yeah-yeah;(Que no traje pijama porque no me dio la gana);Becky G, baby (Baby, hoy no vamo' a dormir)"
